DATE_FORMAT,DATE,INT ARRIVALS 04,INT ARRIVALS 22,INT ARRIVALS TTL,INT DEPARTURES 04,INT DEPARTURES 22,INT DEPARTURES TTL,TRANSIT,NA1,LOCAL G/A,LOCAL STATE,LOCAL T/G,NA2,INTERNATIONAL TTL,TRANSIT TTL,LOCAL TTL,Grant Total,YEAR,MONTH
2020-01-01,1,10.0,38.0,48.0,11.0,36.0,47.0,2.0,,0.0,0.0,0.0,,95.0,2.0,0.0,97.0,2020,JAN
2020-01-02,2,4.0,60.0,64.0,2.0,63.0,65.0,1.0,,4.0,1.0,1.0,,129.0,1.0,5.0,135.0,2020,JAN
2020-01-03,3,0.0,55.0,55.0,1.0,53.0,54.0,2.0,,2.0,1.0,7.0,,109.0,2.0,3.0,114.0,2020,JAN
2020-01-04,4,0.0,67.0,67.0,0.0,66.0,66.0,2.0,,13.0,0.0,18.0,,133.0,2.0,13.0,148.0,2020,JAN
2020-01-05,5,0.0,63.0,63.0,22.0,63.0,85.0,0.0,,4.0,1.0,0.0,,148.0,0.0,5.0,153.0,2020,JAN
2020-01-06,6,0.0,65.0,65.0,0.0,64.0,64.0,2.0,,0.0,0.0,0.0,,129.0,2.0,0.0,131.0,2020,JAN
2020-01-07,7,0.0,60.0,60.0,0.0,56.0,56.0,0.0,,2.0,0.0,0.0,,116.0,0.0,2.0,118.0,2020,JAN
2020-01-08,8,43.0,15.0,58.0,37.0,15.0,52.0,2.0,,6.0,3.0,1.0,,110.0,2.0,9.0,121.0,2020,JAN
2020-01-09,9,18.0,46.0,64.0,20.0,48.0,68.0,3.0,,6.0,0.0,0.0,,132.0,3.0,6.0,141.0,2020,JAN
2020-01-10,10,67.0,0.0,67.0,61.0,0.0,61.0,1.0,,8.0,4.0,8.0,,128.0,1.0,12.0,141.0,2020,JAN
2020-01-11,11,28.0,35.0,63.0,26.0,38.0,64.0,0.0,,14.0,1.0,8.0,,127.0,0.0,15.0,142.0,2020,JAN
2020-01-12,12,0.0,75.0,75.0,0.0,69.0,69.0,0.0,,3.0,1.0,9.0,,144.0,0.0,4.0,148.0,2020,JAN
2020-01-13,13,0.0,66.0,66.0,0.0,66.0,66.0,4.0,,6.0,2.0,9.0,,132.0,4.0,8.0,144.0,2020,JAN
2020-01-14,14,13.0,38.0,51.0,10.0,42.0,52.0,0.0,,6.0,5.0,9.0,,103.0,0.0,11.0,114.0,2020,JAN
2020-01-15,15,20.0,34.0,54.0,19.0,34.0,53.0,4.0,,8.0,0.0,14.0,,107.0,4.0,8.0,119.0,2020,JAN
2020-01-16,16,50.0,0.0,50.0,52.0,0.0,52.0,0.0,,4.0,6.0,14.0,,102.0,0.0,10.0,112.0,2020,JAN
2020-01-17,17,57.0,0.0,57.0,55.0,0.0,55.0,1.0,,0.0,2.0,0.0,,112.0,1.0,2.0,115.0,2020,JAN
2020-01-18,18,40.0,10.0,50.0,40.0,10.0,50.0,5.0,,17.0,1.0,15.0,,100.0,5.0,18.0,123.0,2020,JAN
2020-01-19,19,64.0,3.0,67.0,58.0,7.0,65.0,0.0,,0.0,2.0,0.0,,132.0,0.0,2.0,134.0,2020,JAN
2020-01-20,20,60.0,2.0,62.0,60.0,2.0,62.0,4.0,,10.0,4.0,14.0,,124.0,4.0,14.0,142.0,2020,JAN
2020-01-21,21,48.0,3.0,51.0,47.0,1.0,48.0,1.0,,6.0,6.0,13.0,,99.0,1.0,12.0,112.0,2020,JAN
2020-01-22,22,40.0,11.0,51.0,41.0,12.0,53.0,4.0,,9.0,4.0,17.0,,104.0,4.0,13.0,121.0,2020,JAN
2020-01-23,23,4.0,48.0,52.0,4.0,54.0,58.0,2.0,,6.0,7.0,11.0,,110.0,2.0,13.0,125.0,2020,JAN
2020-01-24,24,54.0,0.0,54.0,54.0,0.0,54.0,1.0,,0.0,4.0,0.0,,108.0,1.0,4.0,113.0,2020,JAN
2020-01-25,25,27.0,20.0,47.0,27.0,20.0,47.0,4.0,,25.0,0.0,33.0,,94.0,4.0,25.0,123.0,2020,JAN
2020-01-26,26,0.0,66.0,66.0,0.0,63.0,63.0,0.0,,3.0,2.0,2.0,,129.0,0.0,5.0,134.0,2020,JAN
2020-01-27,27,0.0,60.0,60.0,0.0,59.0,59.0,3.0,,3.0,13.0,27.0,,119.0,3.0,16.0,138.0,2020,JAN
2020-01-28,28,0.0,49.0,49.0,1.0,50.0,51.0,2.0,,15.0,1.0,31.0,,100.0,2.0,16.0,118.0,2020,JAN
2020-01-29,29,0.0,52.0,52.0,1.0,51.0,52.0,6.0,,20.0,2.0,28.0,,104.0,6.0,22.0,132.0,2020,JAN
2020-01-30,30,0.0,55.0,55.0,0.0,54.0,54.0,1.0,,5.0,5.0,11.0,,109.0,1.0,10.0,120.0,2020,JAN
2020-01-31,31,0.0,59.0,59.0,0.0,60.0,60.0,3.0,,0.0,1.0,0.0,,119.0,3.0,1.0,123.0,2020,JAN
2020-02-01,1,26.0,27.0,53.0,47.0,21.0,68.0,0.0,,15.0,6.0,10.0,,121.0,0.0,21.0,142.0,2020,FEB
2020-02-02,2,57.0,0.0,57.0,57.0,0.0,57.0,3.0,,0.0,0.0,0.0,,114.0,3.0,0.0,117.0,2020,FEB
2020-02-03,3,38.0,27.0,65.0,36.0,24.0,60.0,9.0,,9.0,6.0,8.0,,125.0,9.0,15.0,149.0,2020,FEB
2020-02-04,4,1.0,48.0,49.0,0.0,49.0,49.0,7.0,,9.0,4.0,12.0,,98.0,7.0,13.0,118.0,2020,FEB
2020-02-05,5,0.0,50.0,50.0,0.0,53.0,53.0,2.0,,0.0,0.0,0.0,,103.0,2.0,0.0,105.0,2020,FEB
2020-02-06,6,0.0,53.0,53.0,0.0,56.0,56.0,5.0,,0.0,2.0,0.0,,109.0,5.0,2.0,116.0,2020,FEB
2020-02-07,7,0.0,59.0,59.0,1.0,56.0,57.0,4.0,,7.0,7.0,7.0,,116.0,4.0,14.0,134.0,2020,FEB
2020-02-08,8,42.0,10.0,52.0,38.0,15.0,53.0,5.0,,6.0,1.0,6.0,,105.0,5.0,7.0,117.0,2020,FEB
2020-02-09,9,58.0,0.0,58.0,61.0,0.0,61.0,4.0,,1.0,0.0,0.0,,119.0,4.0,1.0,124.0,2020,FEB
2020-02-10,10,50.0,10.0,60.0,41.0,14.0,55.0,9.0,,11.0,4.0,14.0,,115.0,9.0,15.0,139.0,2020,FEB
2020-02-11,11,56.0,0.0,56.0,59.0,0.0,59.0,5.0,,14.0,2.0,37.0,,115.0,5.0,16.0,136.0,2020,FEB
2020-02-12,12,56.0,0.0,56.0,55.0,0.0,55.0,3.0,,5.0,1.0,11.0,,111.0,3.0,6.0,120.0,2020,FEB
2020-02-13,13,57.0,0.0,57.0,63.0,0.0,63.0,4.0,,2.0,0.0,2.0,,120.0,4.0,2.0,126.0,2020,FEB
2020-02-14,14,60.0,0.0,60.0,56.0,0.0,56.0,5.0,,6.0,2.0,8.0,,116.0,5.0,8.0,129.0,2020,FEB
2020-02-15,15,64.0,0.0,64.0,57.0,0.0,57.0,4.0,,9.0,0.0,7.0,,121.0,4.0,9.0,134.0,2020,FEB
2020-02-16,16,61.0,0.0,61.0,66.0,0.0,66.0,4.0,,4.0,9.0,5.0,,127.0,4.0,13.0,144.0,2020,FEB
2020-02-17,17,59.0,0.0,59.0,63.0,0.0,63.0,6.0,,6.0,2.0,6.0,,122.0,6.0,8.0,136.0,2020,FEB
2020-02-18,18,53.0,0.0,53.0,56.0,0.0,56.0,5.0,,9.0,2.0,21.0,,109.0,5.0,11.0,125.0,2020,FEB
2020-02-19,19,44.0,6.0,50.0,46.0,5.0,51.0,5.0,,6.0,4.0,11.0,,101.0,5.0,10.0,116.0,2020,FEB
2020-02-20,20,0.0,65.0,65.0,0.0,62.0,62.0,4.0,,7.0,6.0,7.0,,127.0,4.0,13.0,144.0,2020,FEB
2020-02-21,21,0.0,61.0,61.0,0.0,63.0,63.0,1.0,,0.0,0.0,0.0,,124.0,1.0,0.0,125.0,2020,FEB
2020-02-22,22,13.0,45.0,58.0,11.0,44.0,55.0,0.0,,21.0,2.0,21.0,,113.0,0.0,23.0,136.0,2020,FEB
2020-02-23,23,0.0,57.0,57.0,0.0,58.0,58.0,1.0,,0.0,0.0,0.0,,115.0,1.0,0.0,116.0,2020,FEB
2020-02-24,24,50.0,50.0,100.0,10.0,12.0,22.0,1.0,,11.0,1.0,11.0,,122.0,1.0,12.0,135.0,2020,FEB
2020-02-25,25,18.0,34.0,52.0,25.0,31.0,56.0,3.0,,17.0,6.0,10.0,,108.0,3.0,23.0,134.0,2020,FEB
2020-02-26,26,0.0,56.0,56.0,0.0,53.0,53.0,4.0,,13.0,6.0,7.0,,109.0,4.0,19.0,132.0,2020,FEB
2020-02-27,27,0.0,61.0,61.0,0.0,61.0,61.0,0.0,,10.0,2.0,9.0,,122.0,0.0,12.0,134.0,2020,FEB
2020-02-28,28,0.0,54.0,54.0,0.0,55.0,55.0,1.0,,5.0,5.0,5.0,,109.0,1.0,10.0,120.0,2020,FEB
2020-02-29,29,0.0,59.0,59.0,0.0,58.0,58.0,2.0,,5.0,0.0,8.0,,117.0,2.0,5.0,124.0,2020,FEB
2020-03-01,1,0.0,60.0,60.0,0.0,64.0,64.0,2.0,,5.0,2.0,0.0,,124.0,2.0,7.0,133.0,2020,MAR
2020-03-02,2,8.0,53.0,61.0,9.0,46.0,55.0,2.0,,2.0,4.0,0.0,,116.0,2.0,6.0,124.0,2020,MAR
2020-03-03,3,48.0,8.0,56.0,48.0,13.0,61.0,0.0,,11.0,3.0,2.0,,117.0,0.0,14.0,131.0,2020,MAR
2020-03-04,4,56.0,0.0,56.0,55.0,0.0,55.0,0.0,,8.0,7.0,7.0,,111.0,0.0,15.0,126.0,2020,MAR
2020-03-05,5,16.0,48.0,64.0,14.0,62.0,76.0,1.0,,14.0,1.0,18.0,,140.0,1.0,15.0,156.0,2020,MAR
2020-03-06,6,0.0,65.0,65.0,0.0,60.0,60.0,2.0,,8.0,4.0,5.0,,125.0,2.0,12.0,139.0,2020,MAR
2020-03-07,7,0.0,58.0,58.0,0.0,58.0,58.0,0.0,,15.0,2.0,10.0,,116.0,0.0,17.0,133.0,2020,MAR
2020-03-08,8,0.0,63.0,63.0,0.0,63.0,63.0,1.0,,3.0,2.0,8.0,,126.0,1.0,5.0,132.0,2020,MAR
2020-03-09,9,42.0,23.0,65.0,45.0,20.0,65.0,2.0,,6.0,3.0,5.0,,130.0,2.0,9.0,141.0,2020,MAR
2020-03-10,10,0.0,60.0,60.0,0.0,59.0,59.0,3.0,,10.0,2.0,8.0,,119.0,3.0,12.0,134.0,2020,MAR
2020-03-11,11,50.0,5.0,55.0,46.0,5.0,51.0,1.0,,16.0,3.0,36.0,,106.0,1.0,19.0,126.0,2020,MAR
2020-03-12,12,73.0,0.0,73.0,61.0,0.0,61.0,1.0,,3.0,0.0,3.0,,134.0,1.0,3.0,138.0,2020,MAR
2020-03-13,13,30.0,32.0,62.0,41.0,33.0,74.0,1.0,,0.0,0.0,0.0,,136.0,1.0,0.0,137.0,2020,MAR
2020-03-14,14,24.0,34.0,58.0,31.0,29.0,60.0,0.0,,13.0,0.0,12.0,,118.0,0.0,13.0,131.0,2020,MAR
2020-03-15,15,0.0,49.0,49.0,1.0,49.0,50.0,0.0,,1.0,0.0,0.0,,99.0,0.0,1.0,100.0,2020,MAR
2020-03-16,16,0.0,49.0,49.0,0.0,53.0,53.0,1.0,,9.0,0.0,22.0,,102.0,1.0,9.0,112.0,2020,MAR
2020-03-17,17,25.0,1.0,26.0,29.0,1.0,30.0,1.0,,0.0,0.0,0.0,,56.0,1.0,0.0,57.0,2020,MAR
2020-03-18,18,9.0,11.0,20.0,8.0,12.0,20.0,0.0,,0.0,2.0,0.0,,40.0,0.0,2.0,42.0,2020,MAR
2020-03-19,19,24.0,0.0,24.0,24.0,0.0,24.0,0.0,,0.0,2.0,0.0,,48.0,0.0,2.0,50.0,2020,MAR
2020-03-20,20,4.0,7.0,11.0,14.0,14.0,28.0,0.0,,2.0,0.0,0.0,,39.0,0.0,2.0,41.0,2020,MAR
2020-03-21,21,0.0,15.0,15.0,0.0,15.0,15.0,0.0,,0.0,0.0,0.0,,30.0,0.0,0.0,30.0,2020,MAR
2020-03-22,22,0.0,4.0,4.0,0.0,4.0,4.0,0.0,,0.0,3.0,0.0,,8.0,0.0,3.0,11.0,2020,MAR
2020-03-23,23,0.0,5.0,5.0,0.0,6.0,6.0,0.0,,0.0,3.0,0.0,,11.0,0.0,3.0,14.0,2020,MAR
2020-03-24,24,4.0,4.0,8.0,1.0,7.0,8.0,0.0,,0.0,6.0,0.0,,16.0,0.0,6.0,22.0,2020,MAR
2020-03-25,25,0.0,8.0,8.0,0.0,8.0,8.0,5.0,,0.0,0.0,0.0,,16.0,5.0,0.0,21.0,2020,MAR
2020-03-26,26,4.0,7.0,11.0,3.0,7.0,10.0,0.0,,0.0,3.0,0.0,,21.0,0.0,3.0,24.0,2020,MAR
2020-03-27,27,5.0,0.0,5.0,6.0,0.0,6.0,0.0,,0.0,2.0,0.0,,11.0,0.0,2.0,13.0,2020,MAR
2020-03-28,28,0.0,5.0,5.0,0.0,5.0,5.0,0.0,,0.0,0.0,0.0,,10.0,0.0,0.0,10.0,2020,MAR
2020-03-29,29,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,2.0,2020,MAR
2020-03-30,30,0.0,8.0,8.0,0.0,8.0,8.0,0.0,,0.0,6.0,0.0,,16.0,0.0,6.0,22.0,2020,MAR
2020-03-31,31,0.0,2.0,2.0,0.0,6.0,6.0,0.0,,0.0,0.0,0.0,,8.0,0.0,0.0,8.0,2020,MAR
2020-04-01,1,2.0,7.0,9.0,2.0,7.0,9.0,1.0,,0.0,1.0,0.0,,18.0,1.0,1.0,20.0,2020,APR
2020-04-02,2,3.0,3.0,6.0,4.0,2.0,6.0,0.0,,1.0,2.0,1.0,,12.0,0.0,3.0,15.0,2020,APR
2020-04-03,3,0.0,9.0,9.0,0.0,9.0,9.0,0.0,,0.0,1.0,0.0,,18.0,0.0,1.0,19.0,2020,APR
2020-04-04,4,1.0,2.0,3.0,1.0,2.0,3.0,0.0,,0.0,0.0,0.0,,6.0,0.0,0.0,6.0,2020,APR
2020-04-05,5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,2.0,2020,APR
2020-04-06,6,0.0,5.0,5.0,0.0,5.0,5.0,0.0,,0.0,0.0,0.0,,10.0,0.0,0.0,10.0,2020,APR
2020-04-07,7,0.0,7.0,7.0,0.0,7.0,7.0,0.0,,1.0,5.0,1.0,,14.0,0.0,6.0,20.0,2020,APR
2020-04-08,8,0.0,7.0,7.0,0.0,7.0,7.0,0.0,,0.0,4.0,0.0,,14.0,0.0,4.0,18.0,2020,APR
2020-04-09,9,0.0,6.0,6.0,0.0,6.0,6.0,0.0,,0.0,3.0,0.0,,12.0,0.0,3.0,15.0,2020,APR
2020-04-10,10,0.0,11.0,11.0,0.0,11.0,11.0,0.0,,0.0,3.0,0.0,,22.0,0.0,3.0,25.0,2020,APR
2020-04-11,11,0.0,2.0,2.0,0.0,1.0,1.0,0.0,,0.0,2.0,0.0,,3.0,0.0,2.0,5.0,2020,APR
2020-04-12,12,0.0,3.0,3.0,0.0,3.0,3.0,0.0,,0.0,3.0,0.0,,6.0,0.0,3.0,9.0,2020,APR
2020-04-13,13,0.0,9.0,9.0,0.0,10.0,10.0,0.0,,0.0,4.0,0.0,,19.0,0.0,4.0,23.0,2020,APR
2020-04-14,14,0.0,7.0,7.0,0.0,8.0,8.0,0.0,,0.0,5.0,0.0,,15.0,0.0,5.0,20.0,2020,APR
2020-04-15,15,0.0,5.0,5.0,0.0,4.0,4.0,0.0,,0.0,6.0,0.0,,9.0,0.0,6.0,15.0,2020,APR
2020-04-16,16,9.0,1.0,10.0,9.0,1.0,10.0,0.0,,1.0,4.0,2.0,,20.0,0.0,5.0,25.0,2020,APR
2020-04-17,17,0.0,8.0,8.0,0.0,9.0,9.0,0.0,,0.0,3.0,0.0,,17.0,0.0,3.0,20.0,2020,APR
2020-04-18,18,0.0,5.0,5.0,0.0,5.0,5.0,0.0,,1.0,1.0,0.0,,10.0,0.0,2.0,12.0,2020,APR
2020-04-19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2020,APR
2020-04-20,20,0.0,4.0,4.0,0.0,4.0,4.0,0.0,,1.0,1.0,0.0,,8.0,0.0,2.0,10.0,2020,APR
2020-04-21,21,0.0,6.0,6.0,0.0,6.0,6.0,0.0,,0.0,2.0,0.0,,12.0,0.0,2.0,14.0,2020,APR
2020-04-22,22,0.0,4.0,4.0,0.0,4.0,4.0,0.0,,0.0,5.0,0.0,,8.0,0.0,5.0,13.0,2020,APR
2020-04-23,23,0.0,12.0,12.0,0.0,13.0,13.0,0.0,,0.0,2.0,0.0,,25.0,0.0,2.0,27.0,2020,APR
2020-04-24,24,9.0,0.0,9.0,7.0,1.0,8.0,0.0,,0.0,0.0,0.0,,17.0,0.0,0.0,17.0,2020,APR
2020-04-25,25,1.0,5.0,6.0,0.0,6.0,6.0,0.0,,1.0,1.0,0.0,,12.0,0.0,2.0,14.0,2020,APR
2020-04-26,26,0.0,3.0,3.0,0.0,3.0,3.0,0.0,,0.0,1.0,0.0,,6.0,0.0,1.0,7.0,2020,APR
2020-04-27,27,0.0,13.0,13.0,0.0,12.0,12.0,0.0,,0.0,4.0,0.0,,25.0,0.0,4.0,29.0,2020,APR
2020-04-28,28,7.0,4.0,11.0,3.0,7.0,10.0,0.0,,0.0,5.0,0.0,,21.0,0.0,5.0,26.0,2020,APR
2020-04-29,29,0.0,10.0,10.0,0.0,13.0,13.0,0.0,,0.0,7.0,0.0,,23.0,0.0,7.0,30.0,2020,APR
2020-04-30,30,0.0,11.0,11.0,0.0,10.0,10.0,0.0,,2.0,4.0,0.0,,21.0,0.0,6.0,27.0,2020,APR
2020-05-01,1,0.0,6.0,6.0,0.0,5.0,5.0,0.0,,0.0,2.0,0.0,,11.0,0.0,2.0,13.0,2020,MAY
2020-05-02,2,0.0,8.0,8.0,0.0,8.0,8.0,0.0,,0.0,3.0,0.0,,16.0,0.0,3.0,19.0,2020,MAY
2020-05-03,3,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,2.0,,2.0,0.0,2.0,4.0,2020,MAY
2020-05-04,4,0.0,7.0,7.0,0.0,7.0,7.0,0.0,,0.0,7.0,0.0,,14.0,0.0,7.0,21.0,2020,MAY
2020-05-05,5,0.0,8.0,8.0,0.0,8.0,8.0,0.0,,0.0,3.0,0.0,,16.0,0.0,3.0,19.0,2020,MAY
2020-05-06,6,0.0,12.0,12.0,0.0,12.0,12.0,0.0,,2.0,4.0,0.0,,24.0,0.0,6.0,30.0,2020,MAY
2020-05-07,7,0.0,13.0,13.0,0.0,12.0,12.0,0.0,,1.0,6.0,0.0,,25.0,0.0,7.0,32.0,2020,MAY
2020-05-08,8,30.0,7.0,37.0,0.0,11.0,11.0,0.0,,0.0,4.0,0.0,,48.0,0.0,4.0,52.0,2020,MAY
2020-05-09,9,0.0,7.0,7.0,0.0,6.0,6.0,0.0,,2.0,1.0,0.0,,13.0,0.0,3.0,16.0,2020,MAY
2020-05-10,10,0.0,6.0,6.0,0.0,6.0,6.0,0.0,,0.0,1.0,0.0,,12.0,0.0,1.0,13.0,2020,MAY
2020-05-11,11,0.0,12.0,12.0,0.0,12.0,12.0,0.0,,3.0,6.0,0.0,,24.0,0.0,9.0,33.0,2020,MAY
2020-05-12,12,0.0,4.0,4.0,0.0,4.0,4.0,0.0,,0.0,2.0,0.0,,8.0,0.0,2.0,10.0,2020,MAY
2020-05-13,13,0.0,6.0,6.0,0.0,6.0,6.0,0.0,,0.0,3.0,0.0,,12.0,0.0,3.0,15.0,2020,MAY
2020-05-14,14,0.0,6.0,6.0,0.0,9.0,9.0,0.0,,1.0,4.0,0.0,,15.0,0.0,5.0,20.0,2020,MAY
2020-05-15,15,8.0,1.0,9.0,7.0,2.0,9.0,0.0,,8.0,3.0,9.0,,18.0,0.0,11.0,29.0,2020,MAY
2020-05-16,16,6.0,0.0,6.0,6.0,0.0,6.0,0.0,,6.0,2.0,6.0,,12.0,0.0,8.0,20.0,2020,MAY
2020-05-17,17,6.0,0.0,6.0,6.0,0.0,6.0,0.0,,4.0,2.0,2.0,,12.0,0.0,6.0,18.0,2020,MAY
2020-05-18,18,11.0,0.0,11.0,11.0,0.0,11.0,0.0,,8.0,6.0,2.0,,22.0,0.0,14.0,36.0,2020,MAY
2020-05-19,19,12.0,0.0,12.0,6.0,6.0,12.0,0.0,,8.0,2.0,20.0,,24.0,0.0,10.0,34.0,2020,MAY
2020-05-20,20,9.0,0.0,9.0,9.0,0.0,9.0,0.0,,1.0,5.0,0.0,,18.0,0.0,6.0,24.0,2020,MAY
2020-05-21,21,0.0,12.0,12.0,0.0,13.0,13.0,0.0,,1.0,4.0,20.0,,25.0,0.0,5.0,30.0,2020,MAY
2020-05-22,22,0.0,11.0,11.0,0.0,11.0,11.0,0.0,,9.0,4.0,2.0,,22.0,0.0,13.0,35.0,2020,MAY
2020-05-23,23,2.0,4.0,6.0,4.0,1.0,5.0,0.0,,8.0,2.0,16.0,,11.0,0.0,10.0,21.0,2020,MAY
2020-05-24,24,0.0,4.0,4.0,0.0,4.0,4.0,0.0,,1.0,2.0,3.0,,8.0,0.0,3.0,11.0,2020,MAY
2020-05-25,25,0.0,10.0,10.0,0.0,11.0,11.0,0.0,,16.0,2.0,29.0,,21.0,0.0,18.0,39.0,2020,MAY
2020-05-26,26,0.0,10.0,10.0,0.0,10.0,10.0,0.0,,13.0,7.0,30.0,,20.0,0.0,20.0,40.0,2020,MAY
2020-05-27,27,0.0,11.0,11.0,0.0,10.0,10.0,0.0,,15.0,7.0,24.0,,21.0,0.0,22.0,43.0,2020,MAY
2020-05-28,28,0.0,16.0,16.0,0.0,17.0,17.0,0.0,,18.0,8.0,20.0,,33.0,0.0,26.0,59.0,2020,MAY
2020-05-29,29,0.0,11.0,11.0,0.0,10.0,10.0,0.0,,14.0,5.0,18.0,,21.0,0.0,19.0,40.0,2020,MAY
2020-05-30,30,0.0,4.0,4.0,0.0,3.0,3.0,0.0,,9.0,2.0,5.0,,7.0,0.0,11.0,18.0,2020,MAY
2020-05-31,31,0.0,2.0,2.0,0.0,3.0,3.0,0.0,,2.0,0.0,1.0,,5.0,0.0,2.0,7.0,2020,MAY
2020-06-01,1,0.0,13.0,13.0,0.0,12.0,12.0,2.0,,14.0,2.0,14.0,,25.0,2.0,16.0,43.0,2020,JUN
2020-06-02,2,0.0,11.0,11.0,0.0,11.0,11.0,0.0,,18.0,3.0,35.0,,22.0,0.0,21.0,43.0,2020,JUN
2020-06-03,3,0.0,11.0,11.0,0.0,10.0,10.0,0.0,,15.0,3.0,20.0,,21.0,0.0,18.0,39.0,2020,JUN
2020-06-04,4,0.0,11.0,11.0,0.0,8.0,8.0,0.0,,15.0,9.0,16.0,,19.0,0.0,24.0,43.0,2020,JUN
2020-06-05,5,0.0,13.0,13.0,0.0,13.0,13.0,0.0,,17.0,9.0,18.0,,26.0,0.0,26.0,52.0,2020,JUN
2020-06-06,6,1.0,10.0,11.0,1.0,11.0,12.0,0.0,,14.0,0.0,15.0,,23.0,0.0,14.0,37.0,2020,JUN
2020-06-07,7,0.0,11.0,11.0,0.0,11.0,11.0,0.0,,0.0,2.0,0.0,,22.0,0.0,2.0,24.0,2020,JUN
2020-06-08,8,0.0,9.0,9.0,0.0,8.0,8.0,1.0,,2.0,4.0,0.0,,17.0,1.0,6.0,24.0,2020,JUN
2020-06-09,9,1.0,1.0,2.0,15.0,17.0,32.0,0.0,,19.0,3.0,30.0,,34.0,0.0,22.0,56.0,2020,JUN
2020-06-10,10,0.0,25.0,25.0,0.0,20.0,20.0,2.0,,13.0,3.0,13.0,,45.0,2.0,16.0,63.0,2020,JUN
2020-06-11,11,0.0,23.0,23.0,0.0,19.0,19.0,3.0,,13.0,2.0,32.0,,42.0,3.0,15.0,60.0,2020,JUN
2020-06-12,12,0.0,20.0,20.0,0.0,23.0,23.0,0.0,,15.0,13.0,14.0,,43.0,0.0,28.0,71.0,2020,JUN
2020-06-13,13,0.0,8.0,8.0,0.0,8.0,8.0,0.0,,19.0,8.0,19.0,,16.0,0.0,27.0,43.0,2020,JUN
2020-06-14,14,0.0,13.0,13.0,0.0,13.0,13.0,0.0,,0.0,3.0,0.0,,26.0,0.0,3.0,29.0,2020,JUN
2020-06-15,15,6.0,11.0,17.0,4.0,14.0,18.0,0.0,,15.0,11.0,29.0,,35.0,0.0,26.0,61.0,2020,JUN
2020-06-16,16,0.0,16.0,16.0,0.0,17.0,17.0,0.0,,16.0,17.0,37.0,,33.0,0.0,33.0,66.0,2020,JUN
2020-06-17,17,0.0,18.0,18.0,0.0,17.0,17.0,0.0,,17.0,5.0,35.0,,35.0,0.0,22.0,57.0,2020,JUN
2020-06-18,18,0.0,25.0,25.0,20.0,1.0,21.0,0.0,,17.0,3.0,31.0,,46.0,0.0,20.0,66.0,2020,JUN
2020-06-19,19,0.0,14.0,14.0,1.0,18.0,19.0,2.0,,18.0,3.0,60.0,,33.0,2.0,21.0,56.0,2020,JUN
2020-06-20,20,0.0,21.0,21.0,0.0,15.0,15.0,0.0,,8.0,5.0,11.0,,36.0,0.0,13.0,49.0,2020,JUN
2020-06-21,21,0.0,24.0,24.0,1.0,22.0,23.0,0.0,,0.0,4.0,0.0,,47.0,0.0,4.0,51.0,2020,JUN
2020-06-22,22,0.0,23.0,23.0,0.0,25.0,25.0,0.0,,17.0,8.0,20.0,,48.0,0.0,25.0,73.0,2020,JUN
2020-06-23,23,0.0,18.0,18.0,0.0,20.0,20.0,0.0,,18.0,16.0,36.0,,38.0,0.0,34.0,72.0,2020,JUN
2020-06-24,24,0.0,20.0,20.0,0.0,21.0,21.0,0.0,,18.0,13.0,19.0,,41.0,0.0,31.0,72.0,2020,JUN
2020-06-25,25,0.0,26.0,26.0,0.0,21.0,21.0,0.0,,14.0,4.0,24.0,,47.0,0.0,18.0,65.0,2020,JUN
2020-06-26,26,0.0,27.0,27.0,0.0,26.0,26.0,0.0,,12.0,14.0,1.0,,53.0,0.0,26.0,79.0,2020,JUN
2020-06-27,27,0.0,20.0,20.0,0.0,19.0,19.0,0.0,,13.0,6.0,10.0,,39.0,0.0,19.0,58.0,2020,JUN
2020-06-28,28,0.0,18.0,18.0,0.0,17.0,17.0,0.0,,0.0,2.0,0.0,,35.0,0.0,2.0,37.0,2020,JUN
2020-06-29,29,6.0,17.0,23.0,7.0,17.0,24.0,0.0,,15.0,6.0,19.0,,47.0,0.0,21.0,68.0,2020,JUN
2020-06-30,30,0.0,18.0,18.0,0.0,17.0,17.0,1.0,,17.0,8.0,20.0,,35.0,1.0,25.0,61.0,2020,JUN
2020-07-01,1,0.0,27.0,27.0,,31.0,31.0,0.0,,10.0,7.0,29.0,,58.0,0.0,17.0,75.0,2020,JUL
2020-07-02,2,0.0,40.0,40.0,0.0,35.0,35.0,0.0,,15.0,8.0,12.0,,75.0,0.0,23.0,98.0,2020,JUL
2020-07-03,3,0.0,41.0,41.0,0.0,41.0,41.0,2.0,,20.0,3.0,22.0,,82.0,2.0,23.0,107.0,2020,JUL
2020-07-04,4,0.0,32.0,32.0,0.0,28.0,28.0,1.0,,9.0,5.0,7.0,,60.0,1.0,14.0,75.0,2020,JUL
2020-07-05,5,0.0,37.0,37.0,0.0,38.0,38.0,0.0,,1.0,3.0,0.0,,75.0,0.0,4.0,79.0,2020,JUL
